date,variable,value
2003-05-01,pop,290346
2003-06-01,pop,290584
2003-07-01,pop,290820
2003-08-01,pop,291072
2003-09-01,pop,291321
2003-10-01,pop,291574
2003-11-01,pop,291807
2003-12-01,pop,292008
2004-01-01,pop,292192
2004-02-01,pop,292368
2004-03-01,pop,292561
2004-04-01,pop,292779
2004-05-01,pop,292997
2004-06-01,pop,293223
2004-07-01,pop,293463
2004-08-01,pop,293719
2004-09-01,pop,293971
2004-10-01,pop,294230
2004-11-01,pop,294466
2004-12-01,pop,294694
2005-01-01,pop,294914
2005-02-01,pop,295105
2005-03-01,pop,295287
2005-04-01,pop,295490
2005-05-01,pop,295704
2005-06-01,pop,295936
2005-07-01,pop,296186
2005-08-01,pop,296440
2005-09-01,pop,296707
2005-10-01,pop,296972
2005-11-01,pop,297207
2005-12-01,pop,297431
2006-01-01,pop,297647
2006-02-01,pop,297854
2006-03-01,pop,298060
2006-04-01,pop,298281
2006-05-01,pop,298496
2006-06-01,pop,298739
2006-07-01,pop,298996
2006-08-01,pop,299263
2006-09-01,pop,299554
2006-10-01,pop,299835
2006-11-01,pop,300094
2006-12-01,pop,300340
2007-01-01,pop,300574
2007-02-01,pop,300802
2007-03-01,pop,301021
2007-04-01,pop,301254
2007-05-01,pop,301483
2007-06-01,pop,301739
2007-07-01,pop,302004
2007-08-01,pop,302267
2007-09-01,pop,302546
2007-10-01,pop,302807
2007-11-01,pop,303054
2007-12-01,pop,303287
2008-01-01,pop,303506
2008-02-01,pop,303711
2008-03-01,pop,303907
2008-04-01,pop,304117
2008-05-01,pop,304323
2008-06-01,pop,304556
2008-07-01,pop,304798
2008-08-01,pop,305045
2008-09-01,pop,305309
2008-10-01,pop,305554
2008-11-01,pop,305786
2008-12-01,pop,306004
2009-01-01,pop,306208
2009-02-01,pop,306402
2009-03-01,pop,306588
2009-04-01,pop,306787
2009-05-01,pop,306984
2009-06-01,pop,307206
2009-07-01,pop,307439
2009-08-01,pop,307685
2009-09-01,pop,307946
2009-10-01,pop,308189
2009-11-01,pop,308418
2009-12-01,pop,308633
2010-01-01,pop,308833
2010-02-01,pop,309027
2010-03-01,pop,309212
2010-04-01,pop,309191.211
2010-05-01,pop,309369.053
2010-06-01,pop,309548.502
2010-07-01,pop,309745.698
2010-08-01,pop,309957.775
2010-09-01,pop,310176.466
2010-10-01,pop,310399.958
2010-11-01,pop,310595.764
2010-12-01,pop,310781.705
2011-01-01,pop,310960.74
2011-02-01,pop,311113.376
2011-03-01,pop,311265.404
2011-04-01,pop,311436.238
2011-05-01,pop,311607.08
2011-06-01,pop,311791.223
2011-07-01,pop,311997.049
2011-08-01,pop,312205.367
2011-09-01,pop,312429.118
2011-10-01,pop,312644.159
2011-11-01,pop,312829.523
2011-12-01,pop,313009.712
2012-01-01,pop,313183.179
2012-02-01,pop,313338.977
2012-03-01,pop,313499.369
2012-04-01,pop,313667.127
2012-05-01,pop,313830.53
2012-06-01,pop,314017.594
2012-07-01,pop,314210.786
2012-08-01,pop,314422.341
2012-09-01,pop,314646.749
2012-10-01,pop,314853.978
2012-11-01,pop,315053.863
2012-12-01,pop,315232.752
2013-01-01,pop,315389.595
2013-02-01,pop,315520.143
2013-03-01,pop,315662.224
2013-04-01,pop,315817.855
2013-05-01,pop,315983.654
2013-06-01,pop,316171.042
2013-07-01,pop,316358.778
2013-08-01,pop,316580.327
2013-09-01,pop,316806.125
2013-10-01,pop,317022.27
2013-11-01,pop,317228.026
2013-12-01,pop,317411.551
2014-01-01,pop,317593.923
2014-02-01,pop,317753.883
2014-03-01,pop,317917.203
2014-04-01,pop,318089.218
2014-05-01,pop,318269.505
2014-06-01,pop,318464.152
2014-07-01,pop,318662.368
2014-08-01,pop,318893.786
2014-09-01,pop,319125.296
2014-10-01,pop,319353.734
2014-11-01,pop,319564.209
2014-12-01,pop,319746.157
2015-01-01,pop,319928.646
2015-02-01,pop,320074.511
2015-03-01,pop,320230.786
2015-04-01,pop,320402.295
1967-07-01,psavert,12.6
1967-08-01,psavert,12.6
1967-09-01,psavert,11.9
1967-10-01,psavert,12.9
1967-11-01,psavert,12.8
1967-12-01,psavert,11.8
1968-01-01,psavert,11.7
1968-02-01,psavert,12.3
1968-03-01,psavert,11.7
1968-04-01,psavert,12.3
1968-05-01,psavert,12
1968-06-01,psavert,11.7
1968-07-01,psavert,10.7
1968-08-01,psavert,10.5
1968-09-01,psavert,10.6
1968-10-01,psavert,10.8
1968-11-01,psavert,10.6
1968-12-01,psavert,11.1
1969-01-01,psavert,10.3
1969-02-01,psavert,9.7
1969-03-01,psavert,10.2
1969-04-01,psavert,9.7
1969-05-01,psavert,10.1
1969-06-01,psavert,11.1
1969-07-01,psavert,11.8
1969-08-01,psavert,11.5
1969-09-01,psavert,11.6
1969-10-01,psavert,11.4
1969-11-01,psavert,11.6
1969-12-01,psavert,11.8
1970-01-01,psavert,11.8
1970-02-01,psavert,11.7
1970-03-01,psavert,12.4
1970-04-01,psavert,13.3
1970-05-01,psavert,12.4
1970-06-01,psavert,12.3
1970-07-01,psavert,13.5
1970-08-01,psavert,13.4
1970-09-01,psavert,12.9
1970-10-01,psavert,13.1
1970-11-01,psavert,13.6
1970-12-01,psavert,13.2
1971-01-01,psavert,13.3
1971-02-01,psavert,13.3
1971-03-01,psavert,13.5
1971-04-01,psavert,13.2
1971-05-01,psavert,13.6
1971-06-01,psavert,14.7
1971-07-01,psavert,13.8
1971-08-01,psavert,13.6
1971-09-01,psavert,13.3
1971-10-01,psavert,13.3
1971-11-01,psavert,13.1
1971-12-01,psavert,13
1972-01-01,psavert,12.5
1972-02-01,psavert,12.8
1972-03-01,psavert,11.8
1972-04-01,psavert,11.5
1972-05-01,psavert,11.7
1972-06-01,psavert,11.7
1972-07-01,psavert,11.7
1972-08-01,psavert,12
1972-09-01,psavert,12.2
1972-10-01,psavert,13
1972-11-01,psavert,13.6
1972-12-01,psavert,13.7
1973-01-01,psavert,12.4
1973-02-01,psavert,12.5
1973-03-01,psavert,12.7
1973-04-01,psavert,13.2
1973-05-01,psavert,13.2
1973-06-01,psavert,13.6
1973-07-01,psavert,13.2
1973-08-01,psavert,13.9
1973-09-01,psavert,13.1
1973-10-01,psavert,14.4
1973-11-01,psavert,14.4
1973-12-01,psavert,14.8
1974-01-01,psavert,14.3
1974-02-01,psavert,14.2
1974-03-01,psavert,13.4
1974-04-01,psavert,13.1
1974-05-01,psavert,12.8
1974-06-01,psavert,12.8
1974-07-01,psavert,12.8
1974-08-01,psavert,12.1
1974-09-01,psavert,12.9
1974-10-01,psavert,13.4
1974-11-01,psavert,13.8
1974-12-01,psavert,14
1975-01-01,psavert,13.2
1975-02-01,psavert,12.5
1975-03-01,psavert,12.7
1975-04-01,psavert,14.2
1975-05-01,psavert,17.3
1975-06-01,psavert,14.3
1975-07-01,psavert,12.6
1975-08-01,psavert,13
1975-09-01,psavert,13
1975-10-01,psavert,13.4
1975-11-01,psavert,12.7
1975-12-01,psavert,12
1976-01-01,psavert,11.7
1976-02-01,psavert,12.3
1976-03-01,psavert,12.2
1976-04-01,psavert,11.7
1976-05-01,psavert,12.3
1976-06-01,psavert,11.4
1976-07-01,psavert,11.7
1976-08-01,psavert,11.7
1976-09-01,psavert,11.4
1976-10-01,psavert,11.1
1976-11-01,psavert,11.4
1976-12-01,psavert,10.6
1977-01-01,psavert,10.6
1977-02-01,psavert,9.3
1977-03-01,psavert,10.5
1977-04-01,psavert,10.5
1977-05-01,psavert,10.3
1977-06-01,psavert,10.6
1977-07-01,psavert,10.5
1977-08-01,psavert,10.9
1977-09-01,psavert,11.1
1977-10-01,psavert,11
1977-11-01,psavert,11.2
1977-12-01,psavert,11.4
1978-01-01,psavert,11.9
1978-02-01,psavert,11.1
1978-03-01,psavert,11
1978-04-01,psavert,10.8
1978-05-01,psavert,10.3
1978-06-01,psavert,10
1978-07-01,psavert,10.9
1978-08-01,psavert,10.5
1978-09-01,psavert,10.6
1978-10-01,psavert,10.7
1978-11-01,psavert,10.5
1978-12-01,psavert,10.4
1979-01-01,psavert,11.1
1979-02-01,psavert,11.1
1979-03-01,psavert,11.2
1979-04-01,psavert,11
1979-05-01,psavert,10.3
1979-06-01,psavert,9.9
1979-07-01,psavert,10.6
1979-08-01,psavert,9.7
1979-09-01,psavert,9.4
1979-10-01,psavert,9.7
1979-11-01,psavert,9.7
1979-12-01,psavert,10.1
1980-01-01,psavert,9.9
1980-02-01,psavert,10.1
1980-03-01,psavert,10.2
1980-04-01,psavert,11.3
1980-05-01,psavert,11.4
1980-06-01,psavert,11.2
1980-07-01,psavert,11.3
1980-08-01,psavert,11.3
1980-09-01,psavert,11.7
1980-10-01,psavert,11.3
1980-11-01,psavert,11.6
1980-12-01,psavert,11.4
1981-01-01,psavert,10.9
1981-02-01,psavert,10.8
1981-03-01,psavert,10.8
1981-04-01,psavert,10.9
1981-05-01,psavert,11
1981-06-01,psavert,10.8
1981-07-01,psavert,12.3
1981-08-01,psavert,12
1981-09-01,psavert,12.4
1981-10-01,psavert,13
1981-11-01,psavert,13.2
1981-12-01,psavert,12.5
1982-01-01,psavert,12.7
1982-02-01,psavert,12.1
1982-03-01,psavert,12.2
1982-04-01,psavert,12.9
1982-05-01,psavert,12.3
1982-06-01,psavert,12.3
1982-07-01,psavert,12.5
1982-08-01,psavert,12.6
1982-09-01,psavert,11.8
1982-10-01,psavert,11.3
1982-11-01,psavert,10.9
1982-12-01,psavert,10.9
1983-01-01,psavert,11.1
1983-02-01,psavert,11.1
1983-03-01,psavert,10.6
1983-04-01,psavert,10.3
1983-05-01,psavert,9.9
1983-06-01,psavert,9.1
1983-07-01,psavert,9.6
1983-08-01,psavert,9.2
1983-09-01,psavert,9.6
1983-10-01,psavert,9.7
1983-11-01,psavert,10.3
1983-12-01,psavert,10.1
1984-01-01,psavert,10
1984-02-01,psavert,11.7
1984-03-01,psavert,11.5
1984-04-01,psavert,11.5
1984-05-01,psavert,11.1
1984-06-01,psavert,11.1
1984-07-01,psavert,11.6
1984-08-01,psavert,11.8
1984-09-01,psavert,11.8
1984-10-01,psavert,11.7
1984-11-01,psavert,10.9
1984-12-01,psavert,11.2
1985-01-01,psavert,10.3
1985-02-01,psavert,9.1
1985-03-01,psavert,8.7
1985-04-01,psavert,9.9
1985-05-01,psavert,11.1
1985-06-01,psavert,9.6
1985-07-01,psavert,9.1
1985-08-01,psavert,8.2
1985-09-01,psavert,7.3
1985-10-01,psavert,9.1
1985-11-01,psavert,9
1985-12-01,psavert,8.6
1986-01-01,psavert,8.6
1986-02-01,psavert,9.3
1986-03-01,psavert,9.9
1986-04-01,psavert,9.7
1986-05-01,psavert,9.3
1986-06-01,psavert,9.4
1986-07-01,psavert,9.3
1986-08-01,psavert,9
1986-09-01,psavert,7.2
1986-10-01,psavert,8.4
1986-11-01,psavert,8.8
1986-12-01,psavert,7
1987-01-01,psavert,9.7
1987-02-01,psavert,8.5
1987-03-01,psavert,8.5
1987-04-01,psavert,4.5
1987-05-01,psavert,8.2
1987-06-01,psavert,7.7
1987-07-01,psavert,7.5
1987-08-01,psavert,7.2
1987-09-01,psavert,7.6
1987-10-01,psavert,8.3
1987-11-01,psavert,8.5
1987-12-01,psavert,8.7
1988-01-01,psavert,8.1
1988-02-01,psavert,8.6
1988-03-01,psavert,8.2
1988-04-01,psavert,8.8
1988-05-01,psavert,8.4
1988-06-01,psavert,8.4
1988-07-01,psavert,8.6
1988-08-01,psavert,8.4
1988-09-01,psavert,8.9
1988-10-01,psavert,8.6
1988-11-01,psavert,8.4
1988-12-01,psavert,8.3
1989-01-01,psavert,8.5
1989-02-01,psavert,9
1989-03-01,psavert,9.5
1989-04-01,psavert,8.4
1989-05-01,psavert,8.1
1989-06-01,psavert,8.2
1989-07-01,psavert,8.2
1989-08-01,psavert,7.6
1989-09-01,psavert,8.1
1989-10-01,psavert,8.5
1989-11-01,psavert,8.6
1989-12-01,psavert,7.8
1990-01-01,psavert,8
1990-02-01,psavert,8.6
1990-03-01,psavert,8.3
1990-04-01,psavert,8.8
1990-05-01,psavert,8.7
1990-06-01,psavert,8.6
1990-07-01,psavert,8.7
1990-08-01,psavert,8.1
1990-09-01,psavert,8.1
1990-10-01,psavert,7.8
1990-11-01,psavert,7.9
1990-12-01,psavert,8.8
1991-01-01,psavert,9.3
1991-02-01,psavert,8.8
1991-03-01,psavert,8
1991-04-01,psavert,8.6
1991-05-01,psavert,8.4
1991-06-01,psavert,8.9
1991-07-01,psavert,8.2
1991-08-01,psavert,8.6
1991-09-01,psavert,8.8
1991-10-01,psavert,9.3
1991-11-01,psavert,9
1991-12-01,psavert,9.7
1992-01-01,psavert,9.4
1992-02-01,psavert,9.8
1992-03-01,psavert,9.7
1992-04-01,psavert,9.9
1992-05-01,psavert,9.9
1992-06-01,psavert,10.1
1992-07-01,psavert,9.6
1992-08-01,psavert,9.7
1992-09-01,psavert,8.7
1992-10-01,psavert,8
1992-11-01,psavert,8
1992-12-01,psavert,10.6
1993-01-01,psavert,8.6
1993-02-01,psavert,8.9
1993-03-01,psavert,8.9
1993-04-01,psavert,8.7
1993-05-01,psavert,8.3
1993-06-01,psavert,7.8
1993-07-01,psavert,7.6
1993-08-01,psavert,7.7
1993-09-01,psavert,6.9
1993-10-01,psavert,6.3
1993-11-01,psavert,6.3
1993-12-01,psavert,9.1
1994-01-01,psavert,7.1
1994-02-01,psavert,6.5
1994-03-01,psavert,6.8
1994-04-01,psavert,6.4
1994-05-01,psavert,7.6
1994-06-01,psavert,6.9
1994-07-01,psavert,7
1994-08-01,psavert,6.5
1994-09-01,psavert,6.8
1994-10-01,psavert,7.1
1994-11-01,psavert,7
1994-12-01,psavert,7.2
1995-01-01,psavert,7.5
1995-02-01,psavert,7.8
1995-03-01,psavert,7.5
1995-04-01,psavert,6.9
1995-05-01,psavert,7.1
1995-06-01,psavert,6.7
1995-07-01,psavert,7.1
1995-08-01,psavert,6.7
1995-09-01,psavert,6.8
1995-10-01,psavert,7.1
1995-11-01,psavert,6.6
1995-12-01,psavert,6.1
1996-01-01,psavert,6.7
1996-02-01,psavert,6.7
1996-03-01,psavert,6.6
1996-04-01,psavert,5.7
1996-05-01,psavert,6.7
1996-06-01,psavert,7.1
1996-07-01,psavert,6.7
1996-08-01,psavert,6.6
1996-09-01,psavert,6.7
1996-10-01,psavert,6.4
1996-11-01,psavert,6.4
1996-12-01,psavert,6.4
1997-01-01,psavert,6.2
1997-02-01,psavert,6.2
1997-03-01,psavert,6.4
1997-04-01,psavert,6.5
1997-05-01,psavert,6.8
1997-06-01,psavert,6.6
1997-07-01,psavert,6.1
1997-08-01,psavert,6
1997-09-01,psavert,6.2
1997-10-01,psavert,6.2
1997-11-01,psavert,6.4
1997-12-01,psavert,6.4
1998-01-01,psavert,7.4
1998-02-01,psavert,7.4
1998-03-01,psavert,7.5
1998-04-01,psavert,7.2
1998-05-01,psavert,6.9
1998-06-01,psavert,6.8
1998-07-01,psavert,6.9
1998-08-01,psavert,6.8
1998-09-01,psavert,6.4
1998-10-01,psavert,6.2
1998-11-01,psavert,6.3
1998-12-01,psavert,5.8
1999-01-01,psavert,6.4
1999-02-01,psavert,6.2
1999-03-01,psavert,5.9
1999-04-01,psavert,5.2
1999-05-01,psavert,4.9
1999-06-01,psavert,4.8
1999-07-01,psavert,4.8
1999-08-01,psavert,4.7
1999-09-01,psavert,4.2
1999-10-01,psavert,4.6
1999-11-01,psavert,4.8
1999-12-01,psavert,4.4
2000-01-01,psavert,5.4
2000-02-01,psavert,4.8
2000-03-01,psavert,4.5
2000-04-01,psavert,5
2000-05-01,psavert,4.9
2000-06-01,psavert,4.9
2000-07-01,psavert,5.2
2000-08-01,psavert,5.2
2000-09-01,psavert,4.5
2000-10-01,psavert,4.6
2000-11-01,psavert,4.5
2000-12-01,psavert,4.2
2001-01-01,psavert,4.8
2001-02-01,psavert,4.9
2001-03-01,psavert,5.3
2001-04-01,psavert,5
2001-05-01,psavert,4.5
2001-06-01,psavert,4.5
2001-07-01,psavert,5.6
2001-08-01,psavert,6.8
2001-09-01,psavert,7
2001-10-01,psavert,3.4
2001-11-01,psavert,4.1
2001-12-01,psavert,4.5
2002-01-01,psavert,6.1
2002-02-01,psavert,5.8
2002-03-01,psavert,5.9
2002-04-01,psavert,5.8
2002-05-01,psavert,6.5
2002-06-01,psavert,6.4
2002-07-01,psavert,5.5
2002-08-01,psavert,5.4
2002-09-01,psavert,5.7
2002-10-01,psavert,5.7
2002-11-01,psavert,5.7
2002-12-01,psavert,5.5
2003-01-01,psavert,5.5
2003-02-01,psavert,5.6
2003-03-01,psavert,5.3
2003-04-01,psavert,5.3
2003-05-01,psavert,5.8
2003-06-01,psavert,5.6
2003-07-01,psavert,6.3
2003-08-01,psavert,6
2003-09-01,psavert,5.2
2003-10-01,psavert,5.3
2003-11-01,psavert,5.4
2003-12-01,psavert,5.4
2004-01-01,psavert,5
2004-02-01,psavert,5
2004-03-01,psavert,4.9
2004-04-01,psavert,5.3
2004-05-01,psavert,5.3
2004-06-01,psavert,5.8
2004-07-01,psavert,5.3
2004-08-01,psavert,5.2
2004-09-01,psavert,4.6
2004-10-01,psavert,4.5
2004-11-01,psavert,4.1
2004-12-01,psavert,6.9
2005-01-01,psavert,3.7
2005-02-01,psavert,3.4
2005-03-01,psavert,3.6
2005-04-01,psavert,3.1
2005-05-01,psavert,3.5
2005-06-01,psavert,2.9
2005-07-01,psavert,2.2
2005-08-01,psavert,2.7
2005-09-01,psavert,2.7
2005-10-01,psavert,3.1
2005-11-01,psavert,3.5
2005-12-01,psavert,3.7
2006-01-01,psavert,4.2
2006-02-01,psavert,4.2
2006-03-01,psavert,4.2
2006-04-01,psavert,4
2006-05-01,psavert,3.8
2006-06-01,psavert,4
2006-07-01,psavert,3.4
2006-08-01,psavert,3.6
2006-09-01,psavert,3.6
2006-10-01,psavert,3.6
2006-11-01,psavert,3.9
2006-12-01,psavert,3.7
2007-01-01,psavert,3.7
2007-02-01,psavert,4.1
2007-03-01,psavert,4.4
2007-04-01,psavert,4.2
2007-05-01,psavert,4
2007-06-01,psavert,3.8
2007-07-01,psavert,3.7
2007-08-01,psavert,3.4
2007-09-01,psavert,3.5
2007-10-01,psavert,3.4
2007-11-01,psavert,3.1
2007-12-01,psavert,3.6
2008-01-01,psavert,3.7
2008-02-01,psavert,4.1
2008-03-01,psavert,4
2008-04-01,psavert,3.4
2008-05-01,psavert,7.8
2008-06-01,psavert,5.5
2008-07-01,psavert,4.4
2008-08-01,psavert,3.8
2008-09-01,psavert,4.7
2008-10-01,psavert,5.5
2008-11-01,psavert,6.4
2008-12-01,psavert,6.4
2009-01-01,psavert,6.2
2009-02-01,psavert,5.5
2009-03-01,psavert,5.9
2009-04-01,psavert,6.8
2009-05-01,psavert,8.2
2009-06-01,psavert,6.7
2009-07-01,psavert,6
2009-08-01,psavert,4.9
2009-09-01,psavert,5.9
2009-10-01,psavert,5.4
2009-11-01,psavert,5.9
2009-12-01,psavert,5.9
2010-01-01,psavert,6.1
2010-02-01,psavert,5.8
2010-03-01,psavert,5.7
2010-04-01,psavert,6.4
2010-05-01,psavert,7
2010-06-01,psavert,6.9
2010-07-01,psavert,6.8
2010-08-01,psavert,6.9
2010-09-01,psavert,6.7
2010-10-01,psavert,6.6
2010-11-01,psavert,6.6
2010-12-01,psavert,7.1
2011-01-01,psavert,7.4
2011-02-01,psavert,7.6
2011-03-01,psavert,7
2011-04-01,psavert,6.9
2011-05-01,psavert,6.9
2011-06-01,psavert,7.2
2011-07-01,psavert,7.3
2011-08-01,psavert,7.2
2011-09-01,psavert,6.8
2011-10-01,psavert,6.8
2011-11-01,psavert,7
2011-12-01,psavert,7.8
2012-01-01,psavert,8
2012-02-01,psavert,8
2012-03-01,psavert,8.5
2012-04-01,psavert,8.7
2012-05-01,psavert,8.8
2012-06-01,psavert,9.1
2012-07-01,psavert,8.2
2012-08-01,psavert,8
2012-09-01,psavert,8.2
2012-10-01,psavert,8.8
2012-11-01,psavert,9.7
2012-12-01,psavert,12
2013-01-01,psavert,6.3
2013-02-01,psavert,5.8
2013-03-01,psavert,5.9
2013-04-01,psavert,6.4
2013-05-01,psavert,6.7
2013-06-01,psavert,6.8
2013-07-01,psavert,6.6
2013-08-01,psavert,6.7
2013-09-01,psavert,6.8
2013-10-01,psavert,6.3
2013-11-01,psavert,6.2
2013-12-01,psavert,6.4
2014-01-01,psavert,7.1
2014-02-01,psavert,7.3
2014-03-01,psavert,7.4
2014-04-01,psavert,7.4
2014-05-01,psavert,7.4
2014-06-01,psavert,7.4
2014-07-01,psavert,7.5
2014-08-01,psavert,7.2
2014-09-01,psavert,7.4
2014-10-01,psavert,7.2
2014-11-01,psavert,7.3
2014-12-01,psavert,7.6
2015-01-01,psavert,7.7
2015-02-01,psavert,7.9
2015-03-01,psavert,7.4
2015-04-01,psavert,7.6
1967-07-01,uempmed,4.5
1967-08-01,uempmed,4.7
1967-09-01,uempmed,4.6
1967-10-01,uempmed,4.9
1967-11-01,uempmed,4.7
1967-12-01,uempmed,4.8
1968-01-01,uempmed,5.1
1968-02-01,uempmed,4.5
1968-03-01,uempmed,4.1
1968-04-01,uempmed,4.6
1968-05-01,uempmed,4.4
1968-06-01,uempmed,4.4
1968-07-01,uempmed,4.5
1968-08-01,uempmed,4.2
1968-09-01,uempmed,4.6
1968-10-01,uempmed,4.8
1968-11-01,uempmed,4.4
1968-12-01,uempmed,4.4
1969-01-01,uempmed,4.4
1969-02-01,uempmed,4.9
1969-03-01,uempmed,4
1969-04-01,uempmed,4
1969-05-01,uempmed,4.2
1969-06-01,uempmed,4.4
1969-07-01,uempmed,4.4
1969-08-01,uempmed,4.4
1969-09-01,uempmed,4.7
1969-10-01,uempmed,4.5
1969-11-01,uempmed,4.8
1969-12-01,uempmed,4.6
1970-01-01,uempmed,4.6
1970-02-01,uempmed,4.5
1970-03-01,uempmed,4.6
1970-04-01,uempmed,4.1
1970-05-01,uempmed,4.7
1970-06-01,uempmed,4.9
1970-07-01,uempmed,5.1
1970-08-01,uempmed,5.4
1970-09-01,uempmed,5.2
1970-10-01,uempmed,5.2
1970-11-01,uempmed,5.6
1970-12-01,uempmed,5.9
1971-01-01,uempmed,6.2
1971-02-01,uempmed,6.3
1971-03-01,uempmed,6.4
1971-04-01,uempmed,6.5
1971-05-01,uempmed,6.7
1971-06-01,uempmed,5.7
1971-07-01,uempmed,6.2
1971-08-01,uempmed,6.4
1971-09-01,uempmed,5.8
1971-10-01,uempmed,6.5
1971-11-01,uempmed,6.4
1971-12-01,uempmed,6.2
1972-01-01,uempmed,6.2
1972-02-01,uempmed,6.6
1972-03-01,uempmed,6.6
1972-04-01,uempmed,6.7
1972-05-01,uempmed,6.6
1972-06-01,uempmed,5.4
1972-07-01,uempmed,6.1
1972-08-01,uempmed,6
1972-09-01,uempmed,5.6
1972-10-01,uempmed,5.7
1972-11-01,uempmed,5.7
1972-12-01,uempmed,6.1
1973-01-01,uempmed,5.7
1973-02-01,uempmed,5.2
1973-03-01,uempmed,5.5
1973-04-01,uempmed,5
1973-05-01,uempmed,4.9
1973-06-01,uempmed,5
1973-07-01,uempmed,5.2
1973-08-01,uempmed,4.9
1973-09-01,uempmed,5.4
1973-10-01,uempmed,5.5
1973-11-01,uempmed,5.1
1973-12-01,uempmed,4.7
1974-01-01,uempmed,5
1974-02-01,uempmed,5.1
1974-03-01,uempmed,4.8
1974-04-01,uempmed,5
1974-05-01,uempmed,4.6
1974-06-01,uempmed,5.3
1974-07-01,uempmed,5.7
1974-08-01,uempmed,5
1974-09-01,uempmed,5.3
1974-10-01,uempmed,5.5
1974-11-01,uempmed,5.2
1974-12-01,uempmed,5.7
1975-01-01,uempmed,6.3
1975-02-01,uempmed,7.1
1975-03-01,uempmed,7.2
1975-04-01,uempmed,8.7
1975-05-01,uempmed,9.4
1975-06-01,uempmed,8.8
1975-07-01,uempmed,8.6
1975-08-01,uempmed,9.2
1975-09-01,uempmed,9.2
1975-10-01,uempmed,8.6
1975-11-01,uempmed,9.5
1975-12-01,uempmed,9
1976-01-01,uempmed,9
1976-02-01,uempmed,8.2
1976-03-01,uempmed,8.7
1976-04-01,uempmed,8.2
1976-05-01,uempmed,8.3
1976-06-01,uempmed,7.8
1976-07-01,uempmed,7.7
1976-08-01,uempmed,7.9
1976-09-01,uempmed,7.8
1976-10-01,uempmed,7.7
1976-11-01,uempmed,8.4
1976-12-01,uempmed,8
1977-01-01,uempmed,7.5
1977-02-01,uempmed,7.2
1977-03-01,uempmed,7.2
1977-04-01,uempmed,7.3
1977-05-01,uempmed,7.9
1977-06-01,uempmed,6.2
1977-07-01,uempmed,7.1
1977-08-01,uempmed,7
1977-09-01,uempmed,6.7
1977-10-01,uempmed,6.9
1977-11-01,uempmed,7
1977-12-01,uempmed,6.8
1978-01-01,uempmed,6.5
1978-02-01,uempmed,6.7
1978-03-01,uempmed,6.2
1978-04-01,uempmed,6.1
1978-05-01,uempmed,5.7
1978-06-01,uempmed,6
1978-07-01,uempmed,5.8
1978-08-01,uempmed,5.8
1978-09-01,uempmed,5.6
1978-10-01,uempmed,5.9
1978-11-01,uempmed,5.5
1978-12-01,uempmed,5.6
1979-01-01,uempmed,5.9
1979-02-01,uempmed,5.9
1979-03-01,uempmed,5.9
1979-04-01,uempmed,5.4
1979-05-01,uempmed,5.6
1979-06-01,uempmed,5.6
1979-07-01,uempmed,5.9
1979-08-01,uempmed,4.8
1979-09-01,uempmed,5.5
1979-10-01,uempmed,5.5
1979-11-01,uempmed,5.3
1979-12-01,uempmed,5.7
1980-01-01,uempmed,5.3
1980-02-01,uempmed,5.8
1980-03-01,uempmed,6
1980-04-01,uempmed,5.8
1980-05-01,uempmed,5.7
1980-06-01,uempmed,6.4
1980-07-01,uempmed,7
1980-08-01,uempmed,7.5
1980-09-01,uempmed,7.7
1980-10-01,uempmed,7.5
1980-11-01,uempmed,7.7
1980-12-01,uempmed,7.5
1981-01-01,uempmed,7.4
1981-02-01,uempmed,7.1
1981-03-01,uempmed,7.1
1981-04-01,uempmed,7.4
1981-05-01,uempmed,6.9
1981-06-01,uempmed,6.6
1981-07-01,uempmed,7.1
1981-08-01,uempmed,7.2
1981-09-01,uempmed,6.8
1981-10-01,uempmed,6.8
1981-11-01,uempmed,6.9
1981-12-01,uempmed,6.9
1982-01-01,uempmed,7.1
1982-02-01,uempmed,7.5
1982-03-01,uempmed,7.7
1982-04-01,uempmed,8.1
1982-05-01,uempmed,8.5
1982-06-01,uempmed,9.5
1982-07-01,uempmed,8.5
1982-08-01,uempmed,8.7
1982-09-01,uempmed,9.5
1982-10-01,uempmed,9.7
1982-11-01,uempmed,10
1982-12-01,uempmed,10.2
1983-01-01,uempmed,11.1
1983-02-01,uempmed,9.8
1983-03-01,uempmed,10.4
1983-04-01,uempmed,10.9
1983-05-01,uempmed,12.3
1983-06-01,uempmed,11.3
1983-07-01,uempmed,10.1
1983-08-01,uempmed,9.3
1983-09-01,uempmed,9.3
1983-10-01,uempmed,9.4
1983-11-01,uempmed,9.3
1983-12-01,uempmed,8.7
1984-01-01,uempmed,9.1
1984-02-01,uempmed,8.3
1984-03-01,uempmed,8.3
1984-04-01,uempmed,8.2
1984-05-01,uempmed,9.1
1984-06-01,uempmed,7.5
1984-07-01,uempmed,7.5
1984-08-01,uempmed,7.3
1984-09-01,uempmed,7.6
1984-10-01,uempmed,7.2
1984-11-01,uempmed,7.2
1984-12-01,uempmed,7.3
1985-01-01,uempmed,6.8
1985-02-01,uempmed,7.1
1985-03-01,uempmed,7.1
1985-04-01,uempmed,6.9
1985-05-01,uempmed,6.9
1985-06-01,uempmed,6.6
1985-07-01,uempmed,6.9
1985-08-01,uempmed,7.1
1985-09-01,uempmed,6.9
