year,month,month_padded,month_long,month_short,day,day_padded,day_ord,date_1,date_2,date_3,births
1997,10,10,October,Oc,22,22,22nd,"22nd October, 1997","Oc 22, 1997",1997-10-22,11490
1997,10,10,October,Oc,23,23,23rd,"23rd October, 1997","Oc 23, 1997",1997-10-23,11561
1997,10,10,October,Oc,24,24,24th,"24th October, 1997","Oc 24, 1997",1997-10-24,11607
1997,10,10,October,Oc,25,25,25th,"25th October, 1997","Oc 25, 1997",1997-10-25,8438
1997,10,10,October,Oc,26,26,26th,"26th October, 1997","Oc 26, 1997",1997-10-26,8000
1997,10,10,October,Oc,27,27,27th,"27th October, 1997","Oc 27, 1997",1997-10-27,10824
1997,10,10,October,Oc,28,28,28th,"28th October, 1997","Oc 28, 1997",1997-10-28,11753
1997,10,10,October,Oc,29,29,29th,"29th October, 1997","Oc 29, 1997",1997-10-29,11593
1997,10,10,October,Oc,30,30,30th,"30th October, 1997","Oc 30, 1997",1997-10-30,11406
1997,10,10,October,Oc,31,31,31st,"31st October, 1997","Oc 31, 1997",1997-10-31,10142
1997,11,11,November,Nov,1,01,1st,"1st November, 1997","Nov 1, 1997",1997-11-01,8706
1997,11,11,November,Nov,2,02,2nd,"2nd November, 1997","Nov 2, 1997",1997-11-02,7884
1997,11,11,November,Nov,3,03,3rd,"3rd November, 1997","Nov 3, 1997",1997-11-03,10909
1997,11,11,November,Nov,4,04,4th,"4th November, 1997","Nov 4, 1997",1997-11-04,12210
1997,11,11,November,Nov,5,05,5th,"5th November, 1997","Nov 5, 1997",1997-11-05,11704
1997,11,11,November,Nov,6,06,6th,"6th November, 1997","Nov 6, 1997",1997-11-06,11608
1997,11,11,November,Nov,7,07,7th,"7th November, 1997","Nov 7, 1997",1997-11-07,11624
1997,11,11,November,Nov,8,08,8th,"8th November, 1997","Nov 8, 1997",1997-11-08,8577
1997,11,11,November,Nov,9,09,9th,"9th November, 1997","Nov 9, 1997",1997-11-09,7794
1997,11,11,November,Nov,10,10,10th,"10th November, 1997","Nov 10, 1997",1997-11-10,10796
1997,11,11,November,Nov,11,11,11th,"11th November, 1997","Nov 11, 1997",1997-11-11,12022
1997,11,11,November,Nov,12,12,12th,"12th November, 1997","Nov 12, 1997",1997-11-12,11485
1997,11,11,November,Nov,13,13,13th,"13th November, 1997","Nov 13, 1997",1997-11-13,11233
1997,11,11,November,Nov,14,14,14th,"14th November, 1997","Nov 14, 1997",1997-11-14,11615
1997,11,11,November,Nov,15,15,15th,"15th November, 1997","Nov 15, 1997",1997-11-15,8483
1997,11,11,November,Nov,16,16,16th,"16th November, 1997","Nov 16, 1997",1997-11-16,7757
1997,11,11,November,Nov,17,17,17th,"17th November, 1997","Nov 17, 1997",1997-11-17,10945
1997,11,11,November,Nov,18,18,18th,"18th November, 1997","Nov 18, 1997",1997-11-18,12014
1997,11,11,November,Nov,19,19,19th,"19th November, 1997","Nov 19, 1997",1997-11-19,11529
1997,11,11,November,Nov,20,20,20th,"20th November, 1997","Nov 20, 1997",1997-11-20,11754
1997,11,11,November,Nov,21,21,21st,"21st November, 1997","Nov 21, 1997",1997-11-21,11930
1997,11,11,November,Nov,22,22,22nd,"22nd November, 1997","Nov 22, 1997",1997-11-22,8769
1997,11,11,November,Nov,23,23,23rd,"23rd November, 1997","Nov 23, 1997",1997-11-23,7803
1997,11,11,November,Nov,24,24,24th,"24th November, 1997","Nov 24, 1997",1997-11-24,11583
1997,11,11,November,Nov,25,25,25th,"25th November, 1997","Nov 25, 1997",1997-11-25,12618
1997,11,11,November,Nov,26,26,26th,"26th November, 1997","Nov 26, 1997",1997-11-26,11216
1997,11,11,November,Nov,27,27,27th,"27th November, 1997","Nov 27, 1997",1997-11-27,7680
1997,11,11,November,Nov,28,28,28th,"28th November, 1997","Nov 28, 1997",1997-11-28,9172
1997,11,11,November,Nov,29,29,29th,"29th November, 1997","Nov 29, 1997",1997-11-29,8269
1997,11,11,November,Nov,30,30,30th,"30th November, 1997","Nov 30, 1997",1997-11-30,7593
1997,12,12,December,Dec,1,01,1st,"1st December, 1997","Dec 1, 1997",1997-12-01,11195
1997,12,12,December,Dec,2,02,2nd,"2nd December, 1997","Dec 2, 1997",1997-12-02,12509
1997,12,12,December,Dec,3,03,3rd,"3rd December, 1997","Dec 3, 1997",1997-12-03,11997
1997,12,12,December,Dec,4,04,4th,"4th December, 1997","Dec 4, 1997",1997-12-04,11810
1997,12,12,December,Dec,5,05,5th,"5th December, 1997","Dec 5, 1997",1997-12-05,11385
1997,12,12,December,Dec,6,06,6th,"6th December, 1997","Dec 6, 1997",1997-12-06,8316
1997,12,12,December,Dec,7,07,7th,"7th December, 1997","Dec 7, 1997",1997-12-07,7608
1997,12,12,December,Dec,8,08,8th,"8th December, 1997","Dec 8, 1997",1997-12-08,10696
1997,12,12,December,Dec,9,09,9th,"9th December, 1997","Dec 9, 1997",1997-12-09,11825
1997,12,12,December,Dec,10,10,10th,"10th December, 1997","Dec 10, 1997",1997-12-10,11555
1997,12,12,December,Dec,11,11,11th,"11th December, 1997","Dec 11, 1997",1997-12-11,11431
1997,12,12,December,Dec,12,12,12th,"12th December, 1997","Dec 12, 1997",1997-12-12,11380
1997,12,12,December,Dec,13,13,13th,"13th December, 1997","Dec 13, 1997",1997-12-13,8178
1997,12,12,December,Dec,14,14,14th,"14th December, 1997","Dec 14, 1997",1997-12-14,7504
1997,12,12,December,Dec,15,15,15th,"15th December, 1997","Dec 15, 1997",1997-12-15,11054
1997,12,12,December,Dec,16,16,16th,"16th December, 1997","Dec 16, 1997",1997-12-16,12506
1997,12,12,December,Dec,17,17,17th,"17th December, 1997","Dec 17, 1997",1997-12-17,12199
1997,12,12,December,Dec,18,18,18th,"18th December, 1997","Dec 18, 1997",1997-12-18,12543
1997,12,12,December,Dec,19,19,19th,"19th December, 1997","Dec 19, 1997",1997-12-19,12543
1997,12,12,December,Dec,20,20,20th,"20th December, 1997","Dec 20, 1997",1997-12-20,8997
1997,12,12,December,Dec,21,21,21st,"21st December, 1997","Dec 21, 1997",1997-12-21,7675
1997,12,12,December,Dec,22,22,22nd,"22nd December, 1997","Dec 22, 1997",1997-12-22,12021
1997,12,12,December,Dec,23,23,23rd,"23rd December, 1997","Dec 23, 1997",1997-12-23,12061
1997,12,12,December,Dec,24,24,24th,"24th December, 1997","Dec 24, 1997",1997-12-24,9129
1997,12,12,December,Dec,25,25,25th,"25th December, 1997","Dec 25, 1997",1997-12-25,7055
1997,12,12,December,Dec,26,26,26th,"26th December, 1997","Dec 26, 1997",1997-12-26,10075
1997,12,12,December,Dec,27,27,27th,"27th December, 1997","Dec 27, 1997",1997-12-27,8679
1997,12,12,December,Dec,28,28,28th,"28th December, 1997","Dec 28, 1997",1997-12-28,7864
1997,12,12,December,Dec,29,29,29th,"29th December, 1997","Dec 29, 1997",1997-12-29,12206
1997,12,12,December,Dec,30,30,30th,"30th December, 1997","Dec 30, 1997",1997-12-30,13521
1997,12,12,December,Dec,31,31,31st,"31st December, 1997","Dec 31, 1997",1997-12-31,11818
1998,1,01,January,Jan,1,01,1st,"1st January, 1998","Jan 1, 1998",1998-01-01,8213
1998,1,01,January,Jan,2,02,2nd,"2nd January, 1998","Jan 2, 1998",1998-01-02,9784
1998,1,01,January,Jan,3,03,3rd,"3rd January, 1998","Jan 3, 1998",1998-01-03,8437
1998,1,01,January,Jan,4,04,4th,"4th January, 1998","Jan 4, 1998",1998-01-04,7807
1998,1,01,January,Jan,5,05,5th,"5th January, 1998","Jan 5, 1998",1998-01-05,10556
1998,1,01,January,Jan,6,06,6th,"6th January, 1998","Jan 6, 1998",1998-01-06,11843
1998,1,01,January,Jan,7,07,7th,"7th January, 1998","Jan 7, 1998",1998-01-07,11428
1998,1,01,January,Jan,8,08,8th,"8th January, 1998","Jan 8, 1998",1998-01-08,11526
1998,1,01,January,Jan,9,09,9th,"9th January, 1998","Jan 9, 1998",1998-01-09,11469
1998,1,01,January,Jan,10,10,10th,"10th January, 1998","Jan 10, 1998",1998-01-10,8612
1998,1,01,January,Jan,11,11,11th,"11th January, 1998","Jan 11, 1998",1998-01-11,7642
1998,1,01,January,Jan,12,12,12th,"12th January, 1998","Jan 12, 1998",1998-01-12,10553
1998,1,01,January,Jan,13,13,13th,"13th January, 1998","Jan 13, 1998",1998-01-13,11850
1998,1,01,January,Jan,14,14,14th,"14th January, 1998","Jan 14, 1998",1998-01-14,11542
1998,1,01,January,Jan,15,15,15th,"15th January, 1998","Jan 15, 1998",1998-01-15,11491
1998,1,01,January,Jan,16,16,16th,"16th January, 1998","Jan 16, 1998",1998-01-16,11535
1998,1,01,January,Jan,17,17,17th,"17th January, 1998","Jan 17, 1998",1998-01-17,8698
1998,1,01,January,Jan,18,18,18th,"18th January, 1998","Jan 18, 1998",1998-01-18,7690
1998,1,01,January,Jan,19,19,19th,"19th January, 1998","Jan 19, 1998",1998-01-19,10325
1998,1,01,January,Jan,20,20,20th,"20th January, 1998","Jan 20, 1998",1998-01-20,11806
1998,1,01,January,Jan,21,21,21st,"21st January, 1998","Jan 21, 1998",1998-01-21,11650
1998,1,01,January,Jan,22,22,22nd,"22nd January, 1998","Jan 22, 1998",1998-01-22,11680
1998,1,01,January,Jan,23,23,23rd,"23rd January, 1998","Jan 23, 1998",1998-01-23,11389
1998,1,01,January,Jan,24,24,24th,"24th January, 1998","Jan 24, 1998",1998-01-24,8525
1998,1,01,January,Jan,25,25,25th,"25th January, 1998","Jan 25, 1998",1998-01-25,7586
1998,1,01,January,Jan,26,26,26th,"26th January, 1998","Jan 26, 1998",1998-01-26,10771
1998,1,01,January,Jan,27,27,27th,"27th January, 1998","Jan 27, 1998",1998-01-27,11813
1998,1,01,January,Jan,28,28,28th,"28th January, 1998","Jan 28, 1998",1998-01-28,11483
1998,1,01,January,Jan,29,29,29th,"29th January, 1998","Jan 29, 1998",1998-01-29,11513
1998,1,01,January,Jan,30,30,30th,"30th January, 1998","Jan 30, 1998",1998-01-30,11616
1998,1,01,January,Jan,31,31,31st,"31st January, 1998","Jan 31, 1998",1998-01-31,8507
1998,2,02,February,Feb,1,01,1st,"1st February, 1998","Feb 1, 1998",1998-02-01,7650
1998,2,02,February,Feb,2,02,2nd,"2nd February, 1998","Feb 2, 1998",1998-02-02,10867
1998,2,02,February,Feb,3,03,3rd,"3rd February, 1998","Feb 3, 1998",1998-02-03,11659
1998,2,02,February,Feb,4,04,4th,"4th February, 1998","Feb 4, 1998",1998-02-04,11745
1998,2,02,February,Feb,5,05,5th,"5th February, 1998","Feb 5, 1998",1998-02-05,11529
1998,2,02,February,Feb,6,06,6th,"6th February, 1998","Feb 6, 1998",1998-02-06,11573
1998,2,02,February,Feb,7,07,7th,"7th February, 1998","Feb 7, 1998",1998-02-07,8567
1998,2,02,February,Feb,8,08,8th,"8th February, 1998","Feb 8, 1998",1998-02-08,7952
1998,2,02,February,Feb,9,09,9th,"9th February, 1998","Feb 9, 1998",1998-02-09,11113
1998,2,02,February,Feb,10,10,10th,"10th February, 1998","Feb 10, 1998",1998-02-10,12166
1998,2,02,February,Feb,11,11,11th,"11th February, 1998","Feb 11, 1998",1998-02-11,11752
1998,2,02,February,Feb,12,12,12th,"12th February, 1998","Feb 12, 1998",1998-02-12,12329
1998,2,02,February,Feb,13,13,13th,"13th February, 1998","Feb 13, 1998",1998-02-13,11203
1998,2,02,February,Feb,14,14,14th,"14th February, 1998","Feb 14, 1998",1998-02-14,9112
1998,2,02,February,Feb,15,15,15th,"15th February, 1998","Feb 15, 1998",1998-02-15,7957
1998,2,02,February,Feb,16,16,16th,"16th February, 1998","Feb 16, 1998",1998-02-16,10471
1998,2,02,February,Feb,17,17,17th,"17th February, 1998","Feb 17, 1998",1998-02-17,11923
1998,2,02,February,Feb,18,18,18th,"18th February, 1998","Feb 18, 1998",1998-02-18,12022
1998,2,02,February,Feb,19,19,19th,"19th February, 1998","Feb 19, 1998",1998-02-19,11802
1998,2,02,February,Feb,20,20,20th,"20th February, 1998","Feb 20, 1998",1998-02-20,11879
1998,2,02,February,Feb,21,21,21st,"21st February, 1998","Feb 21, 1998",1998-02-21,8759
1998,2,02,February,Feb,22,22,22nd,"22nd February, 1998","Feb 22, 1998",1998-02-22,7779
1998,2,02,February,Feb,23,23,23rd,"23rd February, 1998","Feb 23, 1998",1998-02-23,10871
1998,2,02,February,Feb,24,24,24th,"24th February, 1998","Feb 24, 1998",1998-02-24,12185
1998,2,02,February,Feb,25,25,25th,"25th February, 1998","Feb 25, 1998",1998-02-25,11815
1998,2,02,February,Feb,26,26,26th,"26th February, 1998","Feb 26, 1998",1998-02-26,11817
1998,2,02,February,Feb,27,27,27th,"27th February, 1998","Feb 27, 1998",1998-02-27,11536
1998,2,02,February,Feb,28,28,28th,"28th February, 1998","Feb 28, 1998",1998-02-28,8678
1998,3,03,March,Mar,1,01,1st,"1st March, 1998","Mar 1, 1998",1998-03-01,7798
1998,3,03,March,Mar,2,02,2nd,"2nd March, 1998","Mar 2, 1998",1998-03-02,11019
1998,3,03,March,Mar,3,03,3rd,"3rd March, 1998","Mar 3, 1998",1998-03-03,12180
1998,3,03,March,Mar,4,04,4th,"4th March, 1998","Mar 4, 1998",1998-03-04,11740
1998,3,03,March,Mar,5,05,5th,"5th March, 1998","Mar 5, 1998",1998-03-05,12046
1998,3,03,March,Mar,6,06,6th,"6th March, 1998","Mar 6, 1998",1998-03-06,11811
1998,3,03,March,Mar,7,07,7th,"7th March, 1998","Mar 7, 1998",1998-03-07,8510
1998,3,03,March,Mar,8,08,8th,"8th March, 1998","Mar 8, 1998",1998-03-08,7699
1998,3,03,March,Mar,9,09,9th,"9th March, 1998","Mar 9, 1998",1998-03-09,10801
1998,3,03,March,Mar,10,10,10th,"10th March, 1998","Mar 10, 1998",1998-03-10,12150
1998,3,03,March,Mar,11,11,11th,"11th March, 1998","Mar 11, 1998",1998-03-11,11752
1998,3,03,March,Mar,12,12,12th,"12th March, 1998","Mar 12, 1998",1998-03-12,11883
1998,3,03,March,Mar,13,13,13th,"13th March, 1998","Mar 13, 1998",1998-03-13,11120
1998,3,03,March,Mar,14,14,14th,"14th March, 1998","Mar 14, 1998",1998-03-14,8697
1998,3,03,March,Mar,15,15,15th,"15th March, 1998","Mar 15, 1998",1998-03-15,7808
1998,3,03,March,Mar,16,16,16th,"16th March, 1998","Mar 16, 1998",1998-03-16,10836
1998,3,03,March,Mar,17,17,17th,"17th March, 1998","Mar 17, 1998",1998-03-17,12343
1998,3,03,March,Mar,18,18,18th,"18th March, 1998","Mar 18, 1998",1998-03-18,11918
1998,3,03,March,Mar,19,19,19th,"19th March, 1998","Mar 19, 1998",1998-03-19,11728
1998,3,03,March,Mar,20,20,20th,"20th March, 1998","Mar 20, 1998",1998-03-20,11703
1998,3,03,March,Mar,21,21,21st,"21st March, 1998","Mar 21, 1998",1998-03-21,8730
1998,3,03,March,Mar,22,22,22nd,"22nd March, 1998","Mar 22, 1998",1998-03-22,7625
1998,3,03,March,Mar,23,23,23rd,"23rd March, 1998","Mar 23, 1998",1998-03-23,10779
1998,3,03,March,Mar,24,24,24th,"24th March, 1998","Mar 24, 1998",1998-03-24,11960
1998,3,03,March,Mar,25,25,25th,"25th March, 1998","Mar 25, 1998",1998-03-25,11757
1998,3,03,March,Mar,26,26,26th,"26th March, 1998","Mar 26, 1998",1998-03-26,11983
1998,3,03,March,Mar,27,27,27th,"27th March, 1998","Mar 27, 1998",1998-03-27,11715
1998,3,03,March,Mar,28,28,28th,"28th March, 1998","Mar 28, 1998",1998-03-28,8399
1998,3,03,March,Mar,29,29,29th,"29th March, 1998","Mar 29, 1998",1998-03-29,7831
1998,3,03,March,Mar,30,30,30th,"30th March, 1998","Mar 30, 1998",1998-03-30,10990
1998,3,03,March,Mar,31,31,31st,"31st March, 1998","Mar 31, 1998",1998-03-31,12125
1998,4,04,April,Apr,1,01,1st,"1st April, 1998","Apr 1, 1998",1998-04-01,10992
1998,4,04,April,Apr,2,02,2nd,"2nd April, 1998","Apr 2, 1998",1998-04-02,11944
1998,4,04,April,Apr,3,03,3rd,"3rd April, 1998","Apr 3, 1998",1998-04-03,11976
1998,4,04,April,Apr,4,04,4th,"4th April, 1998","Apr 4, 1998",1998-04-04,8715
1998,4,04,April,Apr,5,05,5th,"5th April, 1998","Apr 5, 1998",1998-04-05,7240
1998,4,04,April,Apr,6,06,6th,"6th April, 1998","Apr 6, 1998",1998-04-06,10904
1998,4,04,April,Apr,7,07,7th,"7th April, 1998","Apr 7, 1998",1998-04-07,12255
1998,4,04,April,Apr,8,08,8th,"8th April, 1998","Apr 8, 1998",1998-04-08,11992
1998,4,04,April,Apr,9,09,9th,"9th April, 1998","Apr 9, 1998",1998-04-09,11868
1998,4,04,April,Apr,10,10,10th,"10th April, 1998","Apr 10, 1998",1998-04-10,11118
1998,4,04,April,Apr,11,11,11th,"11th April, 1998","Apr 11, 1998",1998-04-11,8437
1998,4,04,April,Apr,12,12,12th,"12th April, 1998","Apr 12, 1998",1998-04-12,7330
1998,4,04,April,Apr,13,13,13th,"13th April, 1998","Apr 13, 1998",1998-04-13,10383
1998,4,04,April,Apr,14,14,14th,"14th April, 1998","Apr 14, 1998",1998-04-14,12207
1998,4,04,April,Apr,15,15,15th,"15th April, 1998","Apr 15, 1998",1998-04-15,11898
1998,4,04,April,Apr,16,16,16th,"16th April, 1998","Apr 16, 1998",1998-04-16,11931
1998,4,04,April,Apr,17,17,17th,"17th April, 1998","Apr 17, 1998",1998-04-17,11820
1998,4,04,April,Apr,18,18,18th,"18th April, 1998","Apr 18, 1998",1998-04-18,8595
1998,4,04,April,Apr,19,19,19th,"19th April, 1998","Apr 19, 1998",1998-04-19,7557
1998,4,04,April,Apr,20,20,20th,"20th April, 1998","Apr 20, 1998",1998-04-20,10848
1998,4,04,April,Apr,21,21,21st,"21st April, 1998","Apr 21, 1998",1998-04-21,12213
1998,4,04,April,Apr,22,22,22nd,"22nd April, 1998","Apr 22, 1998",1998-04-22,11730
1998,4,04,April,Apr,23,23,23rd,"23rd April, 1998","Apr 23, 1998",1998-04-23,11729
1998,4,04,April,Apr,24,24,24th,"24th April, 1998","Apr 24, 1998",1998-04-24,11511
1998,4,04,April,Apr,25,25,25th,"25th April, 1998","Apr 25, 1998",1998-04-25,8469
1998,4,04,April,Apr,26,26,26th,"26th April, 1998","Apr 26, 1998",1998-04-26,7774
1998,4,04,April,Apr,27,27,27th,"27th April, 1998","Apr 27, 1998",1998-04-27,10832
1998,4,04,April,Apr,28,28,28th,"28th April, 1998","Apr 28, 1998",1998-04-28,12175
1998,4,04,April,Apr,29,29,29th,"29th April, 1998","Apr 29, 1998",1998-04-29,11565
1998,4,04,April,Apr,30,30,30th,"30th April, 1998","Apr 30, 1998",1998-04-30,11750
1998,5,05,May,May,1,01,1st,"1st May, 1998","May 1, 1998",1998-05-01,11776
1998,5,05,May,May,2,02,2nd,"2nd May, 1998","May 2, 1998",1998-05-02,8595
1998,5,05,May,May,3,03,3rd,"3rd May, 1998","May 3, 1998",1998-05-03,7750
1998,5,05,May,May,4,04,4th,"4th May, 1998","May 4, 1998",1998-05-04,11071
1998,5,05,May,May,5,05,5th,"5th May, 1998","May 5, 1998",1998-05-05,12440
1998,5,05,May,May,6,06,6th,"6th May, 1998","May 6, 1998",1998-05-06,12177
1998,5,05,May,May,7,07,7th,"7th May, 1998","May 7, 1998",1998-05-07,12037
1998,5,05,May,May,8,08,8th,"8th May, 1998","May 8, 1998",1998-05-08,11868
1998,5,05,May,May,9,09,9th,"9th May, 1998","May 9, 1998",1998-05-09,8701
1998,5,05,May,May,10,10,10th,"10th May, 1998","May 10, 1998",1998-05-10,7716
1998,5,05,May,May,11,11,11th,"11th May, 1998","May 11, 1998",1998-05-11,10760
1998,5,05,May,May,12,12,12th,"12th May, 1998","May 12, 1998",1998-05-12,12225
1998,5,05,May,May,13,13,13th,"13th May, 1998","May 13, 1998",1998-05-13,11511
1998,5,05,May,May,14,14,14th,"14th May, 1998","May 14, 1998",1998-05-14,11913
1998,5,05,May,May,15,15,15th,"15th May, 1998","May 15, 1998",1998-05-15,12113
1998,5,05,May,May,16,16,16th,"16th May, 1998","May 16, 1998",1998-05-16,8778
1998,5,05,May,May,17,17,17th,"17th May, 1998","May 17, 1998",1998-05-17,7810
1998,5,05,May,May,18,18,18th,"18th May, 1998","May 18, 1998",1998-05-18,11228
1998,5,05,May,May,19,19,19th,"19th May, 1998","May 19, 1998",1998-05-19,12567
1998,5,05,May,May,20,20,20th,"20th May, 1998","May 20, 1998",1998-05-20,12241
1998,5,05,May,May,21,21,21st,"21st May, 1998","May 21, 1998",1998-05-21,12482
1998,5,05,May,May,22,22,22nd,"22nd May, 1998","May 22, 1998",1998-05-22,12312
1998,5,05,May,May,23,23,23rd,"23rd May, 1998","May 23, 1998",1998-05-23,8764
1998,5,05,May,May,24,24,24th,"24th May, 1998","May 24, 1998",1998-05-24,7888
1998,5,05,May,May,25,25,25th,"25th May, 1998","May 25, 1998",1998-05-25,7953
1998,5,05,May,May,26,26,26th,"26th May, 1998","May 26, 1998",1998-05-26,11573
1998,5,05,May,May,27,27,27th,"27th May, 1998","May 27, 1998",1998-05-27,12590
1998,5,05,May,May,28,28,28th,"28th May, 1998","May 28, 1998",1998-05-28,12674
1998,5,05,May,May,29,29,29th,"29th May, 1998","May 29, 1998",1998-05-29,12255
1998,5,05,May,May,30,30,30th,"30th May, 1998","May 30, 1998",1998-05-30,8837
1998,5,05,May,May,31,31,31st,"31st May, 1998","May 31, 1998",1998-05-31,7914
1998,6,06,June,Jun,1,01,1st,"1st June, 1998","Jun 1, 1998",1998-06-01,11005
1998,6,06,June,Jun,2,02,2nd,"2nd June, 1998","Jun 2, 1998",1998-06-02,11762
1998,6,06,June,Jun,3,03,3rd,"3rd June, 1998","Jun 3, 1998",1998-06-03,11898
1998,6,06,June,Jun,4,04,4th,"4th June, 1998","Jun 4, 1998",1998-06-04,11778
1998,6,06,June,Jun,5,05,5th,"5th June, 1998","Jun 5, 1998",1998-06-05,11752
1998,6,06,June,Jun,6,06,6th,"6th June, 1998","Jun 6, 1998",1998-06-06,8892
1998,6,06,June,Jun,7,07,7th,"7th June, 1998","Jun 7, 1998",1998-06-07,7558
1998,6,06,June,Jun,8,08,8th,"8th June, 1998","Jun 8, 1998",1998-06-08,10791
1998,6,06,June,Jun,9,09,9th,"9th June, 1998","Jun 9, 1998",1998-06-09,12122
1998,6,06,June,Jun,10,10,10th,"10th June, 1998","Jun 10, 1998",1998-06-10,12007
1998,6,06,June,Jun,11,11,11th,"11th June, 1998","Jun 11, 1998",1998-06-11,11996
1998,6,06,June,Jun,12,12,12th,"12th June, 1998","Jun 12, 1998",1998-06-12,11830
1998,6,06,June,Jun,13,13,13th,"13th June, 1998","Jun 13, 1998",1998-06-13,8769
1998,6,06,June,Jun,14,14,14th,"14th June, 1998","Jun 14, 1998",1998-06-14,7836
1998,6,06,June,Jun,15,15,15th,"15th June, 1998","Jun 15, 1998",1998-06-15,11280
1998,6,06,June,Jun,16,16,16th,"16th June, 1998","Jun 16, 1998",1998-06-16,12519
1998,6,06,June,Jun,17,17,17th,"17th June, 1998","Jun 17, 1998",1998-06-17,12038
1998,6,06,June,Jun,18,18,18th,"18th June, 1998","Jun 18, 1998",1998-06-18,11968
1998,6,06,June,Jun,19,19,19th,"19th June, 1998","Jun 19, 1998",1998-06-19,11877
1998,6,06,June,Jun,20,20,20th,"20th June, 1998","Jun 20, 1998",1998-06-20,8819
1998,6,06,June,Jun,21,21,21st,"21st June, 1998","Jun 21, 1998",1998-06-21,7794
1998,6,06,June,Jun,22,22,22nd,"22nd June, 1998","Jun 22, 1998",1998-06-22,11218
1998,6,06,June,Jun,23,23,23rd,"23rd June, 1998","Jun 23, 1998",1998-06-23,12351
1998,6,06,June,Jun,24,24,24th,"24th June, 1998","Jun 24, 1998",1998-06-24,12246
1998,6,06,June,Jun,25,25,25th,"25th June, 1998","Jun 25, 1998",1998-06-25,12258
1998,6,06,June,Jun,26,26,26th,"26th June, 1998","Jun 26, 1998",1998-06-26,12050
1998,6,06,June,Jun,27,27,27th,"27th June, 1998","Jun 27, 1998",1998-06-27,8840
1998,6,06,June,Jun,28,28,28th,"28th June, 1998","Jun 28, 1998",1998-06-28,7930
1998,6,06,June,Jun,29,29,29th,"29th June, 1998","Jun 29, 1998",1998-06-29,11025
1998,6,06,June,Jun,30,30,30th,"30th June, 1998","Jun 30, 1998",1998-06-30,12882
1998,7,07,July,Jul,1,01,1st,"1st July, 1998","Jul 1, 1998",1998-07-01,12680
1998,7,07,July,Jul,2,02,2nd,"2nd July, 1998","Jul 2, 1998",1998-07-02,12517
1998,7,07,July,Jul,3,03,3rd,"3rd July, 1998","Jul 3, 1998",1998-07-03,10371
1998,7,07,July,Jul,4,04,4th,"4th July, 1998","Jul 4, 1998",1998-07-04,8372
1998,7,07,July,Jul,5,05,5th,"5th July, 1998","Jul 5, 1998",1998-07-05,7694
1998,7,07,July,Jul,6,06,6th,"6th July, 1998","Jul 6, 1998",1998-07-06,11030
1998,7,07,July,Jul,7,07,7th,"7th July, 1998","Jul 7, 1998",1998-07-07,12753
1998,7,07,July,Jul,8,08,8th,"8th July, 1998","Jul 8, 1998",1998-07-08,12535
1998,7,07,July,Jul,9,09,9th,"9th July, 1998","Jul 9, 1998",1998-07-09,12463
1998,7,07,July,Jul,10,10,10th,"10th July, 1998","Jul 10, 1998",1998-07-10,12288
1998,7,07,July,Jul,11,11,11th,"11th July, 1998","Jul 11, 1998",1998-07-11,8996
1998,7,07,July,Jul,12,12,12th,"12th July, 1998","Jul 12, 1998",1998-07-12,8096
1998,7,07,July,Jul,13,13,13th,"13th July, 1998","Jul 13, 1998",1998-07-13,11149
1998,7,07,July,Jul,14,14,14th,"14th July, 1998","Jul 14, 1998",1998-07-14,13034
1998,7,07,July,Jul,15,15,15th,"15th July, 1998","Jul 15, 1998",1998-07-15,12593
1998,7,07,July,Jul,16,16,16th,"16th July, 1998","Jul 16, 1998",1998-07-16,12467
1998,7,07,July,Jul,17,17,17th,"17th July, 1998","Jul 17, 1998",1998-07-17,12345
1998,7,07,July,Jul,18,18,18th,"18th July, 1998","Jul 18, 1998",1998-07-18,8905
1998,7,07,July,Jul,19,19,19th,"19th July, 1998","Jul 19, 1998",1998-07-19,8018
1998,7,07,July,Jul,20,20,20th,"20th July, 1998","Jul 20, 1998",1998-07-20,11598
1998,7,07,July,Jul,21,21,21st,"21st July, 1998","Jul 21, 1998",1998-07-21,12686
1998,7,07,July,Jul,22,22,22nd,"22nd July, 1998","Jul 22, 1998",1998-07-22,12785
1998,7,07,July,Jul,23,23,23rd,"23rd July, 1998","Jul 23, 1998",1998-07-23,12536
1998,7,07,July,Jul,24,24,24th,"24th July, 1998","Jul 24, 1998",1998-07-24,12287
1998,7,07,July,Jul,25,25,25th,"25th July, 1998","Jul 25, 1998",1998-07-25,8888
1998,7,07,July,Jul,26,26,26th,"26th July, 1998","Jul 26, 1998",1998-07-26,8069
1998,7,07,July,Jul,27,27,27th,"27th July, 1998","Jul 27, 1998",1998-07-27,11350
1998,7,07,July,Jul,28,28,28th,"28th July, 1998","Jul 28, 1998",1998-07-28,12919
1998,7,07,July,Jul,29,29,29th,"29th July, 1998","Jul 29, 1998",1998-07-29,12556
1998,7,07,July,Jul,30,30,30th,"30th July, 1998","Jul 30, 1998",1998-07-30,12375
1998,7,07,July,Jul,31,31,31st,"31st July, 1998","Jul 31, 1998",1998-07-31,12296
1998,8,08,August,Aug,1,01,1st,"1st August, 1998","Aug 1, 1998",1998-08-01,8784
1998,8,08,August,Aug,2,02,2nd,"2nd August, 1998","Aug 2, 1998",1998-08-02,7876
